"REPORT_ID","TYPE_DW","FINANCE_CORP_COUNT","FINANCE_ORG_COUNT","ACCOUNT_COUNT","CREDIT_LIMIT","MAX_CREDIT_LIMIT_PER_ORG","MIN_CREDIT_LIMIT_PER_ORG","BALANCE","USED_CREDIT_LIMIT","LATEST_6M_USED_AVG_AMOUNT"
"212205","未销户贷记卡信息汇总","6","6","10","112000.00","24000.00","5000.00","","48758.00","54246.00"
"219043","未结清贷款信息汇总","7","7","14","83330.00","","","43772.00","","3906.00"
"219043","未销户贷记卡信息汇总","6","6","11","102500.00","36500.00","2000.00","","55798.00","67413.00"
"219043","未销户准贷记卡信息汇总","1","1","1","0.00","0.00","0.00","","0.00","0.00"
"213447","未结清贷款信息汇总","5","5","6","53900.00","","","47903.00","","1890.00"
"213447","未销户贷记卡信息汇总","6","6","9","77500.00","20000.00","3000.00","","49999.00","56101.00"
"218473","未结清贷款信息汇总","7","7","9","72666.00","","","63153.00","","2054.00"
"218473","未销户贷记卡信息汇总","2","2","3","30000.00","20000.00","10000.00","","14448.00","18281.00"
"213512","未销户贷记卡信息汇总","2","2","3","16000.00","10000.00","6000.00","","15176.00","15044.00"
"213685","未结清贷款信息汇总","1","1","1","4000.00","","","1171.00","","321.00"
"213685","未销户贷记卡信息汇总","4","4","7","32000.00","16000.00","0.00","","20081.00","18960.00"
"213685","未销户准贷记卡信息汇总","1","1","1","12000.00","12000.00","12000.00","","5549.00","7718.00"
"218808","未结清贷款信息汇总","4","4","4","15201.00","","","14901.00","","427.00"
"218808","未销户贷记卡信息汇总","3","3","3","27100.00","15100.00","6000.00","","24914.00","16784.00"
"217755","未销户贷记卡信息汇总","8","8","9","68000.00","20000.00","3000.00","","57765.00","55545.00"
"217833","未销户贷记卡信息汇总","5","5","17","26500.00","11965.00","1000.00","","28988.00","27133.00"
"216213","未结清贷款信息汇总","4","4","5","18830.00","","","15997.00","","989.00"
"216213","未销户贷记卡信息汇总","5","5","16","69500.00","25000.00","6557.00","","68329.00","67192.00"
"215389","未结清贷款信息汇总","2","2","2","213000.00","","","106913.00","","1560.00"
"215389","未销户贷记卡信息汇总","1","1","2","104444.00","89444.00","89444.00","","108645.00","113201.00"
"216294","未结清贷款信息汇总","5","5","9","30305.00","","","21729.00","","2732.00"
"216294","未销户贷记卡信息汇总","2","2","2","14583.00","7583.00","7000.00","","7760.00","7383.00"
"216386","未结清贷款信息汇总","1","1","1","2000.00","","","2000.00","","2413.00"
"216386","未销户贷记卡信息汇总","2","2","3","18000.00","15000.00","3000.00","","17994.00","18133.00"
"215505","未结清贷款信息汇总","1","1","2","1500.00","","","1028.00","","94.00"
"215505","未销户贷记卡信息汇总","4","4","6","24000.00","10000.00","3000.00","","15606.00","6870.00"
"217318","未结清贷款信息汇总","2","2","2","17700.00","","","9362.00","","1502.00"
"217318","未销户贷记卡信息汇总","2","2","10","50000.00","46947.00","10000.00","","49964.00","45833.00"
"217394","未结清贷款信息汇总","1","1","1","14000.00","","","0.00","","427.00"
"217394","未销户贷记卡信息汇总","10","10","17","241190.00","60000.00","2500.00","","100521.00","87056.00"
"215789","未结清贷款信息汇总","7","7","7","60038.00","","","59391.00","","1246.00"
"215789","未销户贷记卡信息汇总","3","4","5","152540.00","91240.00","2000.00","","32693.00","29596.00"
"216718","未结清贷款信息汇总","3","3","3","7414.00","","","7114.00","","156.00"
"216718","未销户贷记卡信息汇总","2","2","3","14000.00","10000.00","4000.00","","1991.00","2241.00"
"214976","未结清贷款信息汇总","4","4","4","612000.00","","","478576.00","","9903.00"
"214976","未销户贷记卡信息汇总","3","3","3","185000.00","90000.00","30000.00","","148633.00","105102.00"
"215083","未结清贷款信息汇总","5","5","9","549600.00","","","449768.00","","10156.00"
"215083","未销户贷记卡信息汇总","8","9","19","445948.00","104947.00","15000.00","","294165.00","278673.00"
"222786","未销户贷记卡信息汇总","6","6","13","112001.00","62000.00","1.00","","99786.00","102987.00"
"225488","未结清贷款信息汇总","3","3","3","15200.00","","","12283.00","","583.00"
"225488","未销户准贷记卡信息汇总","1","1","1","5000.00","5000.00","5000.00","","0.00","0.00"
"224032","未结清贷款信息汇总","2","2","2","3400.00","","","2740.00","","340.00"
"224032","未销户贷记卡信息汇总","3","3","4","19000.00","10000.00","2000.00","","16867.00","15204.00"
"222380","未销户贷记卡信息汇总","9","9","13","135649.00","57649.00","5000.00","","78063.00","67410.00"
"222380","未销户准贷记卡信息汇总","1","1","2","5000.00","5000.00","5000.00","","0.00","0.00"
"223309","未结清贷款信息汇总","3","3","10","10858.00","","","2903.00","","509.00"
"223309","未销户贷记卡信息汇总","2","2","2","6000.00","10000.00","1000.00","","4872.00","5340.00"
"220684","未结清贷款信息汇总","1","1","1","250000.00","","","250000.00","","1656.00"
"220684","未销户贷记卡信息汇总","1","1","1","20000.00","20000.00","20000.00","","6118.00","7577.00"
"225831","未结清贷款信息汇总","2","2","2","5500.00","","","5000.00","","206.00"
"225831","未销户贷记卡信息汇总","2","2","2","12000.00","10000.00","2000.00","","11574.00","11954.00"
"220754","未结清贷款信息汇总","3","3","4","11688.00","","","5025.00","","1707.00"
"220754","未销户贷记卡信息汇总","6","6","10","125980.00","40000.00","5000.00","","36990.00","28608.00"
"225913","未结清贷款信息汇总","2","2","6","22671.00","","","18217.00","","1200.00"
"225913","未销户贷记卡信息汇总","2","2","6","24000.00","21801.00","13000.00","","23855.00","22523.00"
"220795","未销户贷记卡信息汇总","3","3","4","21900.00","10400.00","5500.00","","19854.00","15262.00"
"220991","未结清贷款信息汇总","4","4","4","12388.00","","","10136.00","","1482.00"
"220991","未销户贷记卡信息汇总","4","4","6","23000.00","15000.00","2000.00","","21953.00","19845.00"
"220991","未销户准贷记卡信息汇总","1","1","2","5730.00","5730.00","5730.00","","0.00","0.00"
"220216","未结清贷款信息汇总","2","2","3","11850.00","","","5739.00","","604.00"
"220216","未销户贷记卡信息汇总","12","12","15","162500.00","45500.00","0.00","","132643.00","108042.00"
"221983","未销户贷记卡信息汇总","2","2","3","44695.00","42695.00","2000.00","","32186.00","20038.00"
"221126","未结清贷款信息汇总","1","1","1","2000.00","","","2000.00","","0.00"
"221126","未销户贷记卡信息汇总","2","2","2","14000.00","10000.00","4000.00","","11711.00","7792.00"
"222042","未销户贷记卡信息汇总","3","3","5","61000.00","45000.00","4000.00","","56253.00","33466.00"
"220366","未销户贷记卡信息汇总","5","5","6","55750.00","30000.00","3000.00","","30699.00","27091.00"
"222106","未结清贷款信息汇总","1","1","1","100000.00","","","100000.00","","0.00"
"222106","未销户贷记卡信息汇总","2","2","10","5000.00","100000.00","5982.00","","74070.00","80488.00"
"222130","未结清贷款信息汇总","1","1","1","2880.00","","","2067.00","","266.00"
"222130","未销户贷记卡信息汇总","4","4","5","33000.00","15000.00","3000.00","","22951.00","25545.00"
"222177","未结清贷款信息汇总","4","4","5","12749.00","","","11273.00","","942.00"
"222177","未销户贷记卡信息汇总","6","6","10","44000.00","12000.00","3000.00","","27690.00","28147.00"
"221317","未销户贷记卡信息汇总","1","1","2","5000.00","5000.00","5000.00","","5074.00","5026.00"
"222293","未结清贷款信息汇总","1","1","1","2399.00","","","1261.00","","258.00"
"222293","未销户贷记卡信息汇总","3","3","3","30000.00","20000.00","3000.00","","19660.00","22403.00"
"222296","未结清贷款信息汇总","2","2","2","15000.00","","","4000.00","","9.00"
"222296","未销户贷记卡信息汇总","3","3","4","74031.00","38031.00","10000.00","","56454.00","48264.00"
"222362","未结清贷款信息汇总","2","2","2","7723.00","","","7383.00","","252.00"
"222362","未销户贷记卡信息汇总","2","2","4","10000.00","8000.00","2000.00","","5684.00","7283.00"
"227478","未结清贷款信息汇总","1","1","1","3800.00","","","2552.00","","647.00"
"227478","未销户贷记卡信息汇总","6","6","7","38000.00","10000.00","3000.00","","22500.00","33635.00"
"227478","未销户准贷记卡信息汇总","1","1","1","0.00","3000.00","3000.00","","0.00","0.00"
"227497","未结清贷款信息汇总","3","3","5","32180.00","","","24569.00","","2529.00"
"226739","未结清贷款信息汇总","3","3","3","6550.00","","","2250.00","","2158.00"
"226739","未销户贷记卡信息汇总","5","5","7","49893.00","18000.00","0.00","","7853.00","10437.00"
"229143","未结清贷款信息汇总","2","2","4","54700.00","","","48336.00","","1280.00"
"229143","未销户贷记卡信息汇总","8","8","23","109000.00","20000.00","2393.00","","72968.00","77053.00"
"227613","未结清贷款信息汇总","1","1","1","8500.00","","","8500.00","","0.00"
"227613","未销户贷记卡信息汇总","3","3","5","34000.00","23311.00","5000.00","","1049.00","690.00"
"229304","未销户贷记卡信息汇总","1","1","2","6000.00","6000.00","6000.00","","0.00","2712.00"
"227767","未销户贷记卡信息汇总","1","1","1","6500.00","6500.00","6500.00","","279.00","539.00"
"229365","未结清贷款信息汇总","2","2","2","32000.00","","","19900.00","","2425.00"
"229365","未销户贷记卡信息汇总","6","6","9","90859.00","26000.00","6000.00","","67199.00","67952.00"
"227875","未结清贷款信息汇总","2","2","2","98540.00","","","94047.00","","2077.00"
"227875","未销户贷记卡信息汇总","6","6","8","86700.00","23000.00","4500.00","","66686.00","52784.00"
"227875","未销户准贷记卡信息汇总","1","1","1","1000.00","1000.00","1000.00","","0.00","162.00"
"229438","未销户贷记卡信息汇总","3","3","11","14500.00","9000.00","2991.00","","12529.00","13233.00"
"227891","未结清贷款信息汇总","4","4","11","423700.00","","","329071.00","","4316.00"
"227891","未销户贷记卡信息汇总","4","4","5","70500.00","38500.00","10000.00","","41693.00","43391.00"
"229267","未结清贷款信息汇总","5","5","7","307600.00","","","266016.00","","9976.00"
"229267","未销户贷记卡信息汇总","8","8","13","434000.00","200000.00","10000.00","","368448.00","320454.00"
"228144","未结清贷款信息汇总","1","1","1","100000.00","","","100000.00","","0.00"
"228144","未销户贷记卡信息汇总","1","1","1","6000.00","6000.00","6000.00","","5974.00","5974.00"
"232099","未销户贷记卡信息汇总","2","2","11","7000.00","6000.00","1174.00","","5882.00","3333.00"
"230557","未结清贷款信息汇总","1","1","1","170000.00","","","167027.00","","902.00"
"230557","未销户贷记卡信息汇总","1","1","1","26000.00","26000.00","26000.00","","0.00","0.00"
"232177","未结清贷款信息汇总","1","1","5","4045.00","","","3400.00","","355.00"
"232177","未销户贷记卡信息汇总","5","5","7","165370.00","118370.00","3000.00","","67828.00","44639.00"
"229988","未结清贷款信息汇总","5","5","7","62100.00","","","59950.00","","3592.00"
"229988","未销户贷记卡信息汇总","7","7","9","43000.00","20000.00","1000.00","","42639.00","31963.00"
"229988","未销户准贷记卡信息汇总","1","1","1","0.00","0.00","0.00","","0.00","0.00"
"230005","未结清贷款信息汇总","1","1","1","15000.00","","","10000.00","","1000.00"
"230005","未销户贷记卡信息汇总","3","3","5","40300.00","19000.00","5753.00","","27244.00","22937.00"
"232515","未结清贷款信息汇总","3","3","3","289940.00","","","264649.00","","3286.00"
"232515","未销户贷记卡信息汇总","3","3","5","81546.00","20000.00","19000.00","","47046.00","43317.00"
"232515","未销户准贷记卡信息汇总","1","1","2","1000.00","1000.00","1000.00","","0.00","390.00"
"230968","未结清贷款信息汇总","4","4","8","104063.00","","","103601.00","","1014.00"
"230968","未销户贷记卡信息汇总","2","2","5","24000.00","49816.00","14000.00","","63747.00","64725.00"
"231776","未销户贷记卡信息汇总","1","1","2","44000.00","44000.00","44000.00","","43620.00","36239.00"
"229502","未结清贷款信息汇总","2","2","7","12230.00","","","9602.00","","678.00"
"229502","未销户贷记卡信息汇总","4","4","8","49500.00","15000.00","4500.00","","28632.00","29233.00"
"229502","未销户准贷记卡信息汇总","1","1","1","0.00","0.00","0.00","","3.00","3.00"
"230299","未结清贷款信息汇总","4","4","4","11300.00","","","10080.00","","1089.00"
"230299","未销户贷记卡信息汇总","3","3","6","34000.00","14000.00","3000.00","","16709.00","15758.00"
"230329","未销户贷记卡信息汇总","5","5","8","56900.00","19778.00","8000.00","","55725.00","53059.00"
"230448","未结清贷款信息汇总","1","1","19","18093.00","","","10509.00","","1386.00"
"230448","未销户贷记卡信息汇总","7","7","15","143500.00","40000.00","4500.00","","99540.00","98419.00"
"231261","未结清贷款信息汇总","4","4","5","32088.00","","","31582.00","","1562.00"
"231261","未销户贷记卡信息汇总","10","10","16","151500.00","48500.00","3000.00","","88416.00","82733.00"
"233034","未销户贷记卡信息汇总","7","7","11","55500.00","18000.00","2000.00","","13324.00","8646.00"
"233039","未结清贷款信息汇总","5","5","14","38088.00","","","26270.00","","2147.00"
"233039","未销户贷记卡信息汇总","6","6","9","72000.00","42000.00","5000.00","","14026.00","16266.00"
"233087","未结清贷款信息汇总","2","2","5","18500.00","","","17079.00","","480.00"
"233087","未销户贷记卡信息汇总","3","3","5","22807.00","12000.00","3000.00","","20453.00","19621.00"
"233244","未结清贷款信息汇总","2","2","2","4498.00","","","1952.00","","399.00"
"233244","未销户贷记卡信息汇总","3","3","3","38000.00","15000.00","11000.00","","35749.00","33673.00"
"233272","未结清贷款信息汇总","1","1","1","1798.00","","","1548.00","","93.00"
"233272","未销户贷记卡信息汇总","3","3","5","21000.00","10000.00","3000.00","","10337.00","10476.00"
"233444","未结清贷款信息汇总","3","3","3","6500.00","","","6173.00","","173.00"
"233444","未销户贷记卡信息汇总","3","3","3","25000.00","15000.00","4000.00","","18341.00","17569.00"
"238492","未结清贷款信息汇总","4","4","7","260200.00","","","140332.00","","1251.00"
"238492","未销户贷记卡信息汇总","3","3","4","88000.00","50000.00","8000.00","","62685.00","68740.00"
"233710","未销户贷记卡信息汇总","3","4","5","18000.00","10000.00","5000.00","","20826.00","17629.00"
"232906","未销户贷记卡信息汇总","3","3","4","62000.00","25000.00","17000.00","","56103.00","62484.00"
"236722","未结清贷款信息汇总","5","5","7","40080.00","","","32382.00","","2370.00"
"236722","未销户贷记卡信息汇总","7","7","9","133475.00","30000.00","5000.00","","77228.00","67616.00"
